lng,lat,maydoni,xonalar_soni,kv_qavat,qavatlar_soni,tuman,manzil,narxi
69.2072923,41.262065,80.0,4,6,9,Chilonzor,"город Ташкент, Chilonzor район, Домбрабад",63000
69.2072923,41.262065,72.0,4,4,4,Chilonzor,"город Ташкент, Chilonzor район, Домбрабад",45000
69.1804708,41.2978921,70.0,3,7,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",47000
69.1804708,41.2978921,72.0,3,1,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",45500
69.1804708,41.2978921,70.0,3,1,12,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",40000
69.162198,41.260048,70.0,3,1,4,Chilonzor,"город Ташкент, Chilonzor район, Аль-Хорезми-2",48000
69.227256,41.300608,77.0,3,5,9,Chilonzor,"город Ташкент, Chilonzor район, Шарк",47500
69.1737654,41.2924208,65.0,3,3,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",45000
69.1819609,41.2657122,75.0,3,2,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",47500
69.182706,41.2953086,70.0,3,2,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",52000
69.1879213,41.281265,65.0,3,3,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",49000
69.1879213,41.281265,65.0,3,4,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",51000
69.2108312,41.3001561,75.0,3,9,9,Chilonzor,"город Ташкент, Chilonzor район, площадь Актепа",63500
69.223683,41.2807837,60.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",45000
69.1959189,41.2573956,72.0,3,7,9,Chilonzor,"город Ташкент, Chilonzor район, Алмазар",70000
69.1804708,41.2978921,50.0,2,4,4,Uchtepa,"город Ташкент, Uchtepa район, Гулистон",37500
69.1760005,41.2814223,45.0,2,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",34000
69.3726789,41.3375577,87.65,3,7,11,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",60675
69.3228615,41.3146381,60.0,2,7,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркент",39997
69.2087824,41.2948119,30.0,1,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",22500
69.2117625,41.2857552,46.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",52000
69.1647666,41.262123,70.0,3,9,9,Chilonzor,"город Ташкент, Chilonzor район, Аль-Хорезми-1",36000
69.1819609,41.2657122,58.0,2,8,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",35000
69.296941,41.282487,48.0,2,1,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, 8 Марта",38500
69.2824454,41.3365221,80.0,3,5,9,Shayhontohur,"город Ташкент, Shayhontohur район, Международный деловой центр Tashkent City",68000
69.3228615,41.3146381,110.0,4,7,9,Yashnobod,"город Ташкент, Yashnobod район, Паркент",68614
69.3726789,41.3375577,129.14,4,5,11,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",92479
69.2512486,41.2697288,44.0,1,2,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Башлык",27000
69.2552666,41.2818558,50.0,2,3,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бабура",46000
69.2512486,41.2697288,116.0,5,3,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Башлык",87000
69.2922234,41.3777696,46.0,2,3,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 12-й квартал",37000
69.3048756,41.3275712,120.0,4,2,8,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Оккургон",190000
69.2117625,41.2857552,35.0,1,1,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-6",27000
69.1804708,41.259418,50.0,2,1,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",34500
69.1804708,41.259418,36.0,1,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",26500
69.2288981,41.2847707,56.0,2,2,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-1",38000
69.223963,41.2914153,60.0,2,2,5,Chilonzor,"город Ташкент, Chilonzor район, Хамза",42000
69.1804708,41.259418,60.0,2,2,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",42500
69.1968618,41.2829494,36.0,1,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-10",24500
69.1804708,41.2978921,54.0,2,2,4,Uchtepa,"город Ташкент, Uchtepa район",37000
69.1871763,41.290141,56.0,2,3,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-13",36000
69.1804708,41.259418,42.0,1,2,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",29500
69.1804708,41.259418,60.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",33500
69.2117625,41.2857552,36.0,1,2,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-6",27500
69.223683,41.2855934,44.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",36000
69.1961168,41.271386,65.0,3,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",54000
69.1968618,41.2901628,65.0,3,2,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",52000
69.1968618,41.2901628,46.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",35000
69.1849411,41.2710841,105.0,4,2,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",135000
69.1849411,41.2710841,54.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",40000
69.2087824,41.2948119,42.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",39000
69.3726789,41.3375577,108.27,4,5,11,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",77534
69.2245267,41.2759136,68.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Арнасай",39500
69.1576663,41.2821153,77.0,3,4,5,Uchtepa,"город Ташкент, Uchtepa район, Изза",43500
69.307123,41.3709551,78.0,3,4,5,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 14-й квартал",46000
69.2996732,41.3587493,65.0,3,7,9,Yunusobod,"город Ташкент, Yunusobod район, 135А",48000
69.3473509,41.3292204,90.0,3,2,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",51000
69.3473509,41.3292204,78.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",39000
69.3228615,41.3146381,75.0,3,6,9,Yashnobod,"город Ташкент, Yashnobod район, Паркент",55000
69.3443711,41.3502965,28.0,1,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Массив Ялангач",23500
69.167805,41.3345513,70.0,3,3,5,Shayhontohur,"город Ташкент, Shayhontohur район, Ибн Сина-1",40000
69.3276565,41.2425407,140.0,4,2,2,Mirobod,"город Ташкент, Mirobod район, Куйлюк-Ата",58000
69.1931366,41.3621443,57.0,2,1,4,Olmzor,"город Ташкент, Olmzor район, Олимпия",32000
69.2773236,41.3197131,65.0,2,3,9,Yunusobod,"город Ташкент, Yunusobod район, Кашкар",62000
69.3190425,41.3707855,70.0,3,3,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 18-й квартал",45500
69.3875774,41.3475495,18.0,1,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ахмада Югнаки",12500
69.3548004,41.3606566,50.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ялангач",30000
69.3230626,41.3215876,40.0,2,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",31500
69.2937133,41.2758912,120.0,4,9,10,Mirobod,"город Ташкент, Mirobod район, Фаровон",119900
69.2232092,41.3239567,103.0,3,4,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Элобод",65000
69.276825,41.2963881,110.0,3,2,7,Mirobod,"город Ташкент, Mirobod район, Чехова",165000
69.2281531,41.3645355,70.0,3,6,9,Olmzor,"город Ташкент, Olmzor район, 1-й проезд Чимбой",46000
69.223683,41.2807837,27.0,1,3,3,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",19500
69.2750782,41.2897492,100.0,3,5,6,Mirobod,"город Ташкент, Mirobod район, ул.Нукус",115000
69.1670599,41.2797359,78.0,3,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",47500
69.1839655,41.2902787,65.0,3,3,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",66000
69.1961168,41.271386,79.0,4,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чилонзор 17",57000
69.3155672,41.309332,60.0,2,4,9,Yashnobod,"город Ташкент, Yashnobod район, Боткина",35900
69.2892434,41.3171406,78.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Олой",54996
69.182706,41.2953086,42.0,2,4,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",28500
69.2117625,41.2857552,68.0,3,2,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",53000
69.1804708,41.259418,94.0,3,3,4,Chilonzor,"город Ташкент, Chilonzor район, Дийдор",57000
69.2058023,41.2894422,32.0,1,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",24500
69.2691287,41.3716355,50.0,2,2,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 7-й квартал",30500
69.1849411,41.2710841,63.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",42000
69.275364,41.295316,47.0,1,4,4,Mirobod,"город Ташкент, Mirobod район, Госпитальный",52500
69.2290098,41.2885649,103.0,3,4,9,Chilonzor,"город Ташкент, Chilonzor район, Мукими",77000
69.2232092,41.3239567,70.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Элобод",57000
69.2892434,41.3171406,75.0,3,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ц-2",90000
69.2552666,41.2818558,48.0,2,3,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бабура",47000
69.2102725,41.3275402,70.0,1,6,7,Shayhontohur,"город Ташкент, Shayhontohur район, Шофайзи",60000
69.3585936,41.3550649,50.0,2,1,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-3",35000
69.1804708,41.2978921,69.0,2,9,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",37000
69.1804708,41.2978921,104.0,3,3,12,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",61000
69.1804708,41.259418,48.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал Е",42200
69.1737654,41.2924208,76.0,4,4,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",40000
69.1839655,41.2902787,67.0,3,3,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",63000
69.2937133,41.2758912,92.0,3,2,9,Mirobod,"город Ташкент, Mirobod район, Мирабад",89000
69.2290098,41.2885649,85.0,2,6,9,Chilonzor,"город Ташкент, Chilonzor район, Мукими",51000
69.293391,41.314662,42.0,2,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",33500
69.3160808,41.2960584,60.0,2,2,9,Yashnobod,"город Ташкент, Yashnobod район, Эльбека",56000
69.1953608,41.3539187,110.0,3,2,2,Olmzor,"город Ташкент, Olmzor район, 1-й проезд Нозимахоним",55000
69.2769129,41.2910722,80.0,3,3,4,Mirobod,"город Ташкент, Mirobod район, Нукус",83000
69.2290098,41.2885649,60.0,1,3,9,Chilonzor,"город Ташкент, Chilonzor район, Мукими",48000
69.1968618,41.2901628,76.0,4,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-9",45000
69.3473509,41.3292204,50.0,2,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Мирзо Улугбека",35500
69.3644846,41.3318205,62.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 2-й квартал",39000
69.1968618,41.2901628,40.0,1,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",27000
69.2232092,41.3239567,55.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Элобод",34998
69.2552666,41.2818558,89.0,2,9,12,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бабура",77469
69.3447348,41.3445193,30.0,1,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",20500
69.2892434,41.3700057,48.0,2,4,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",33500
69.2441976,41.3017691,60.0,3,3,5,Yashnobod,"город Ташкент, Yashnobod район, жилой комплекс Обод Макон",37000
69.2102725,41.3275402,65.0,3,1,4,Shayhontohur,"город Ташкент, Shayhontohur район, Ул.увайсий",45000
69.2704038,41.3041021,80.0,3,4,4,Mirobod,"город Ташкент, Mirobod район, Якуба Коласа",78000
69.2505036,41.3242925,75.0,3,8,9,Shayhontohur,"город Ташкент, Shayhontohur район, Хадра",52000
69.2922234,41.3104865,70.0,3,4,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули",55000
69.1638237,41.2606228,90.0,3,4,12,Chilonzor,"город Ташкент, Chilonzor район, Алгоритм",44000
69.1638237,41.2606228,45.0,1,5,12,Chilonzor,"город Ташкент, Chilonzor район, Алгоритм",31000
69.2058023,41.2798237,96.0,3,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",71000
69.2058023,41.2894422,42.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",33000
69.2072923,41.262065,100.0,4,6,9,Chilonzor,"город Ташкент, Chilonzor район, Домбрабад",67500
